category,title,description,longitude,latitude,image
Restaurants,Maru,Maru has hit upon a sweet spot with its casual reinterpretation of kaiseki (Japanese haute cuisine). With the seven-course meal (which changes monthly) you get a variety of seasonal dishes prepared with the light hand and beautiful presentation associated with kaiseki (but without a terrifyingly high bill at the end).,139.709873,35.663015,
Nightlife,Agave,"Rawhide chairs, cruzas de rosas (crosses decorated with roses) and tequila shots for the willing make Agave a good place for a long night in search of the sacred worm. Luckily, this gem in the jungle that is Roppongi is more about savouring the subtleties of its 400-plus varieties of tequila than tossing back shots of Cuervo. Drinks start at ¥1000.",139.729153,35.662021,
Restaurants,Hantei,"Housed in a beautifully maintained, century-old traditional wooden building, Hantei is a local landmark. Delectable skewers of seasonal kushiage (fried meat, fish and vegetables) are served with small, refreshing side dishes. Lunch includes eight or 12 sticks and dinner starts with six, after which you can order additional rounds (three/six skewers ¥800/1600).",139.766167,35.71731,
Restaurants,Kaikaya,"Traveller favourite Kaikaya serves seafood, much of which is caught in nearby Sagami Bay, in a variety of styles. The whole casual set up is a homage to the sea, with surfboards on the wall. The courses are a good deal; for a la carte orders, there's a ¥400 cover charge. Staff speak good English; reservations recommended.",139.693898,35.656913,
Nightlife,The Canteen,"On the ground floor of an office building, this contemporary design cafe serves up coffee and lunch specials (from ¥900) in a colourful, relaxed setting.",139.774278,35.618433,
Shopping,On Sundays,"The bookstore attached to the Watari-Um, carries a highly covetable selection of stationery items and accessories – sometimes in collaboration with the exhibiting artist(s) – and art books in Japanese and English.",139.712607737616,35.6712457284091,
Attractions,Hotel New Ōtani Japanese Garden,"Nonguests are welcome to visit Hotel New Otani's beautiful 400-year-old Japanese garden, which once belonged to a Tokugawa regent. Including vermilion arched bridges, koi (carp) ponds and a waterfall, it is one of Tokyo's most enchanting outdoor spaces. Return in the evening to see the garden illuminated with LED lights.",139.734399,35.680281,
Events,La Folle Journée au Japon,"For three days in early May (usually falling over Golden Week), classical music performances from renowned local and international artists take place at Tokyo International Forum. Better yet: free performances – including surprise guests who may have performed at the forum the night before – are held in Marunouchi and Ikebukuro, in parks and on department-store rooftops.",139.763453,35.676847,
Attractions,"Museum of Contemporary Art, Tokyo (MOT)","For a primer in the major movements of post-WWII Japanese art, a visit to the permanent collection gallery here should do the trick, although note that it is closed for major renovations until March 2019. Temporary exhibitions, on changing subjects (including fashion, architecture and design) cost extra. The building’s stone, steel and wood architecture by Yanagisawa Takahiko is a work of art in its own right.",139.808192,35.67859,
Attractions,Tennō-ji,"This Nichiren-sect temple, on the edge of Yanaka-reien, is noteworthy for its minimalist, modern gate and its centuries-old big bronze Buddha statue.",139.771136285444,35.7263362503752,
Attractions,Akagi-jinja,"Kagurazaka’s signature shrine only bears a passing resemblance to the traditional ones around the city. In 2010 the shrine, which can trace its history back centuries, was completely remodelled by Kengo Kuma, one of Japan’s most prominent contemporary architects. The result is a sleek glass box for the main shrine building.",139.736127,35.704679,
Attractions,Nogi-jinja,"This shrine honours General Nogi Maresuke, a famed commander in the Russo-Japanese War. Hours after Emperor Meiji's funerary procession in 1912, Nogi and his faithful wife committed ritual suicide, following their master into death. An antiques flea market is held on the shrine grounds on the fourth Sunday of each month (9am to 4pm); check the blog www.nogikotto.com to confirm.",139.727983,35.66814,
Attractions,Meguro-gawa,"Lined with cherry trees and a walking path, the Meguro-gawa (not so much a river as a canal) is what gives the neighbourhood Naka-Meguro its unlikely village vibe. On either side you'll find boutiques and a handful of eating and drinking spots.",139.698737,35.645823,
Entertainment,Robot Restaurant,This Kabukichō spectacle has hit it big with its vision of 'wacky Japan': bikini-clad women ride around on giant robots against a backdrop of animated screens and enough LED lights to illuminate all of Shinjuku. You can book ahead online (at full price) or save up to ¥2000 per person by purchasing at the venue with a discount flyer (available at TICs and hotels).,139.702824,35.694215,
Attractions,Shinjuku-gyoen,"Shinjuku-gyoen was designed as an imperial retreat (completed 1906); since opening to the public in 1951, it's become a favourite destination for Tokyoites in need of a quick escape from the hurly-burly of city life. The spacious manicured lawns are perfect for picnicking. Don’t miss the greenhouse; the Taiwanese-style pavilion (Goryō-tei) that overlooks the garden's central pond; and the cherry blossoms in spring.",139.70879,35.685623,https://lonelyplanetimages.imgix.net/mastheads/shutterstock_245037472.jpg?fit=crop&w=320&h=140
Nightlife,Beat Cafe,Join an eclectic mix of local and international regulars at this comfortably shabby bar among the nightclubs and love hotels of Dōgenzaka. It's a known hang-out for musicians and music fans; check the website for info on parties (and after-parties). Look for Gateway Studio on the corner; the bar is in the basement. Drinks from ¥500.,139.695636,35.658429,
Attractions,Yūshū-kan,Most history museums in Japan skirt the issue of WWII or focus on the burden of the common people. Not so here: Yūshū-kan begins with Japan's samurai tradition and ends with its defeat in WWII. It is also unapologetic and has been known to boil the blood of some visitors with its particular view of history.,139.743218,35.695173,
Attractions,Kabukiza Gallery,"If you have a ticket to see a show at the Kabukiza theatre, you get a ¥100 discount on entry to this small gallery displaying stage props, scenery and costumes used in the plays. It's fun to take photos here but otherwise the gallery is for diehard fans.",139.767669,35.669517,
Shopping,Lumine Est,"Connected to Shinjuku Station (enter from the east exit), this Lumine (there are several) stocks trendy and youthful fashion and cosmetics brands.",139.701108,35.69113,
Nightlife,Trouble Peach,"Pretty much everything here is chipped, frayed or torn – and none of it is artifice. This well-worn and well-loved bar, open for some 40-odd years, is still playing vinyl. It looks primed for demolition but has somehow managed to survive. Cover ¥400; drinks from ¥600. Look for the neon sign out front.",139.669147,35.662309,
Nightlife,Rhythm Cafe,"Rhythm Cafe is a fun little spot secreted among the windy streets of Udagawa-chō. It's run by a record label and known for having off-beat event nights, such as the retro Japanese pop night on the fourth Thursday of the month. Drinks start at ¥600; some events have a cover, but not usually more than ¥1000.",139.697127,35.662805,
Attractions,Namiyoke-jinja,"When Tsukiji's shrine was first built in the mid-1600s it was on the edge of the water – that's how much land reclamation has happened since. The name, aptly, means 'protection from the waves'. Today it's patronised by local market merchants.",139.771296,35.66359,https://lonelyplanetimages.imgix.net/a/g/hi/t/ae9c20c3413f474745191e2b55cd0e01-lpl-img_9716.jpg?fit=crop&w=320&h=140
Attractions,Niten-mon,"Senso-ji's eastern gate is one of the temple complex's rare, Edo-era buildings: it's been standing since 1618. Though it appears minor today, this gate was the point of entry for visitors arriving in Asakusa via boat – the main form of transport during the Edo period.",139.79771,35.714392,
Restaurants,Ebisu-yokochō,Locals love this retro arcade chock-a-block with food stalls dishing up everything from humble yaki soba (fried buckwheat noodles) to decadent hotate-yaki (grilled scallops). Seating is on stools; some of the tables are made from repurposed beer crates. It's loud and lively pretty much every night of the week; go early to get a table. Hours and prices vary by shop.,139.710735737555,35.6481187040546,
Attractions,Sumo Museum,"On the ground floor of Ryōgoku Kokugikan stadium, this small museum displays pictures of all the past yokozuna (top-ranking sumo wrestlers), or, for those who lived before the era of photography, ukiyo-e (woodblock prints). There's also video footage from recent tournaments. During sumo tournaments, the museum is only open to ticket holders; otherwise it's free to enter.",139.793848,35.696776,
Attractions,Omotesandō Hills,"This deceptively deep concrete mall (2003), designed by Andō Tadao, spirals around a sunken atrium. Andō’s architecture utilises materials such as concrete to create strong geometric shapes, often drawn from Japan’s traditional architecture.",139.708071,35.667329,
Nightlife,Kayaba Coffee,"This vintage 1930s coffee shop (the building is actually from the ’20s) in Yanaka is a hang-out for local students and artists. Come early for the 'morning set' (coffee and a sandwich for ¥800, served 8am to 11am). In the evenings, Kayaba morphs into a bar.",139.770813,35.721125,
Shopping,Sanrioworld Ginza,"Sanrio's flagship store is piled high with all the Hello Kitty merchandise your heart could desire, including some pretty blinged-up items of the famous feline fashion icon. There's even an in-house nail salon that can give you a Kitty-themed manicure.",139.763314,35.672855,https://lonelyplanetimages.imgix.net/a/g/hi/t/23de6bef4e2a38303d16ae27dae4e26f-lpl-00551.jpg?fit=crop&w=320&h=140
Attractions,Shinobazu-ike,"A key feature of Ueno-kōen is this large, natural pond, divided into three sections (one of which lies within the boundaries of Ueno Zoo). The largest section is dominated by giant lotuses, which completely cover its surface in summer. Go bird- and botany-spotting on the boardwalk at the pond's southern end and around the temple Benten-dō.",139.771103,35.711099,
Attractions,Archi-Depot,"Archi-Depot curates changing exhibitions of the models architects make to conceptualise buildings, some of which have gone on to be built; others remain ideas in cardboard.",139.748797,35.620919,
Attractions,Enju-ji,"The deity at this temple is Nichika-sama, also known as the 'god of strong legs'; for this reason the temple is popular with runners.",139.767305,35.721456,
Attractions,Kitahanebashi-mon,Meaning 'northern drawbridge gate' this was the principal entrance to the north side of Edo-jō and now provides access to the Imperial Palace East Garden. The drawbridge is now fixed to the ground.,139.754119,35.68876,
Attractions,Cat Street,"Had enough of the Harajuku crowds? Exit, stage right, for Cat Street, a meandering car-free road with a mishmash of boutiques and a little more breathing room.",139.706097,35.666588,https://lonelyplanetimages.imgix.net/a/g/hi/t/9bc0fbe0615e70dfea8f70ec4513f8fb-lpl-00571.jpg?fit=crop&w=320&h=140
Nightlife,Albatross G,"With chandeliers dripping from the ceiling and gilded frames on the walls, Golden Gai haunt Albatross G has a louche decadence that has clearly struck a chord: the bar is routinely packed. But with three floors, odds are you will get a seat. Try to get the table on the 3rd floor. Cover charge ¥500, drinks from ¥600",139.704713,35.694293,
Nightlife,Turret Coffee,Kawasaki Kiyoshi set up his plucky indie coffee shop next to Starbucks. It takes its name from the three-wheeled delivery trucks that beetle around the fish market – there's one on the premises. Ideal for an early-morning espresso en route to or from the outer market area. Drinks cost ¥360 to ¥560.,139.772047,35.667948,https://lonelyplanetimages.imgix.net/a/g/hi/t/aeef645d24f29423046804d107292644-lpl-img_0708.jpg?fit=crop&w=320&h=140
Nightlife,Lucite Gallery,"In the former Yanagibashi entertainment district, this cafe, bar and gallery was once the home of geisha and popular singer Ichimaru. Rotating exhibits by potters and other artists are shown in the downstairs tatami rooms, while the 2nd-floor cafe and bar opens to a verandah overlooking the Sumida-gawa. Call ahead as its opening hours vary.",139.789213,35.697343,
Shopping,Yodobashi-Akiba,"This is the monster branch of Yodobashi Camera where many locals shop. It has eight floors not only of electronics, state-of-the-art camera and audio equipment, and household appliances but also toys, cosmetics and even food at competitive prices. Ask about export models and VAT-free purchases.",139.774881935195,35.6990187921859,
Nightlife,Two Rooms,"Expect a crowd dressed like they don’t care that wine by the glass starts at ¥1600. You can eat here too, but the real scene is at night by the bar. The terrace has sweeping views towards the Shinjuku skyline. Call ahead (staff speak English) on Friday or Saturday night to reserve a spot under the stars.",139.71115,35.663878,
Restaurants,Cafe 1894,"Occupying a faithful replica of the bank that once operated here, Cafe 1894 has vaulted ceilings and handsome woodwork as well as a tempting menu of well-presented dishes, including sandwiches, salads, pasta and steak. It's also a good place for dessert and coffee in the afternoon, though you may have to wait as it's popular.",139.763346,35.678154,
Shopping,Sou-Sou,"Kyoto brand Sou-Sou is best known for producing the steel-toed, rubber-soled tabi shoes worn by Japanese construction workers in fun, playful designs – but they also have clothing and accessories that riff on traditional styles (including some really adorable stuff for kids).",139.714873,35.661271,
Shopping,Mandarake Ikebukuro,"The Ikebukuro branch of the go-to store for all things manga and anime leans heavily on stuff that appeals to girl geeks – fitting, given its Otome Rd (aka 'Maiden Road') location.",139.71822,35.730759,
Attractions,Place M,"Run by four veteran artists (including pioneering street photographer Daido Moriyama), this gallery serves as a hub for the city's photography scene. Check the stairwell for flyers for other events.",139.712963,35.687714,
Restaurants,Daily Chiko,"A Nakano legend and one of Nakano Broadway's few original shops, this ice-cream counter features eight rotating flavours of soft-serve – and you can get them all in one towering cone (¥550). Or just two or three, if you believe in moderation.",139.666024,35.709322,
Shopping,Don Quijote,The Roppongi branch of this jam-packed bargain castle is where Japanese kids of all ages come to stock up for both fun and useful items.,139.734625,35.66223,
Attractions,Sumiyoshi-jinja,This small shrine is dedicated to the protection of fishermen (look for the detailed wooden carvings of them on the building's beams). It was originally built back in the early 17th century as a branch of a grand shrine of the same name in Osaka.,139.783044,35.667791,
Restaurants,Kappō Yoshiba,"The former Miyagino sumo stable is the location for this one-of-a-kind restaurant that has preserved the dōyō (practise ring) as its centrepiece. Playing up to its sumo roots, you can order the protein-packed stew chanko-nabe (for two people from ¥5200), but Yoshiba's real strength is its sushi, which is freshly prepared in jumbo portions.",139.79579,35.701812,https://lonelyplanetimages.imgix.net/a/g/hi/t/d846cf97cddb4707611e6079ee9536f5-lpl-img_0787.jpg?fit=crop&w=320&h=140
Attractions,Nezu-jinja,"Not only is this one of Japan's oldest shrines, it is also easily the most beautiful in a district packed with attractive religious buildings. The vermilion and gold structure, which dates from the early 18th century, is one of the city's miraculous survivors and is offset by a long corridor of small red torii (gates) that makes for great photos.",139.760985,35.71988,
Nightlife,Café Otonova,"This charming cafe occupies an old house on an alley running parallel to Kappabashi-dōri. Exposed beams are whitewashed and an atrium has been created, with tables upstairs and a big communal table downstairs in front of the DJ booth. It's a stylish cafe by day and a romantic bolthole for drinks at night, with no table charge.",139.78947,35.71535,
Shopping,Ameyoko Rizumu,"For nearly half a century this tiny stall in Ameya-yokochō has been selling recordings of popular Japanese music to the faithful. Its forte is enka, best described as Japanese folk ballads, which, at its best, is symphonic and emotionally dramatic. Owner Kobayashi-san is happy to make recommendations. More often than not, you can follow your ears to the store.",139.775029,35.708346,
Nightlife,Cocktail Shobō,"Cocktail Shobō is part used-bookstore, part cocktail bar, and 100% a labour of love in a vintage wooden house where the bar counter doubles as a bookshelf. Drinks start at just ¥400; the small plates of Japanese food (¥250 to ¥650) are good too, but unfortunately the menu is only in Japanese. During lunch hours, curry and coffee are served.",139.646026,35.706839,
Attractions,Inokashira Benzaiten,"Benzaiten, one of Japan's eight lucky gods, is actually the octet's sole goddess; she's also the Japanese incarnation of the Hindi goddess Sarasvati and a patron of the arts. Her realm is the waters, which is why you'll find this shrine – said to have been founded in 1197 – on an island in Inokashira-kōen's central pond.",139.575173,35.699608,
Nightlife,Art + Eat,"This rustic cafe and art gallery is worth dropping by for a drink and a snack break if you're exploring the Agata Takezawa Building. As well as coffees, teas and juices, it has beer and wine and a good range of tapas.",139.78092,35.693395,
Attractions,Canada Garden,"Bring photo ID, sign in and take the escalator up to the entrance of the Canadian embassy, which is fronted by this stark and brilliant stone sculpture garden. Designed by the Zen priest Shunmyō Masuno, natural and cut stones from the Hiroshima region are used to represent Canada's geological character. Over the balcony, the trees of the Akasaka Palace and the distant skyscrapers provide shakkei, the 'borrowed scenery' that's a key principle of Japanese garden design.",139.728241,35.67377,
Restaurants,Nagi Shokudō,"A vegan haven in fast-food-laced Shibuya, Nagi serves up dishes like falafel and coconut curry. The most popular thing on the menu is a set meal with three small dishes, miso soup and rice. It's a low-key, homely place with mismatched furniture, catty-corner from a post office and hidden behind a concrete wall; look for the red sign.",139.70084,35.654088,
Attractions,Gojōten-jinja,"This Inari shrine inside Ueno-kōen is most noteworthy for its photogenic succession of torii gates, which form a vermilion tunnel. This feature is typical of these types of shrines, where you will also find statues of kitsune (foxes) with red bibs – an incarnation of the Inari spirit.",139.772262956729,35.7137051975789,
Restaurants,Ta-im,"This tiny Israeli bistro, run by expat Dan Zuckerman, regularly draws a crowd for its authentic felafel (four for ¥680), schnitzel, hummus and more – washed down with wine from the Golan Heights (¥980). Call ahead in the evening (in English is fine) as it's often full. Lunch is pita sandwiches.",139.717426,35.647898,
Shopping,Kappabashi-dōri,"If you're after something for the kitchen or dining room table, head to Kappabashi-dōri Japan’s largest wholesale restaurant-supply and kitchenware district. Gourmet accessories include bamboo steamer baskets, lacquer trays, neon signs and chōchin (paper lanterns). It's also where restaurants get their freakishly realistic plastic food models.",139.788623,35.712876,
Restaurants,Daiwa Sushi,"One of Tsukiji's most famous sushi restaurants made the move to the new Toyosu Market. Go early (before 9am), otherwise waits of an hour or more are common.",139.783312,35.642711,
Entertainment,B-Flat,"This hip jazz club often features local and European talent, as well as healthy doses of Latin jazz. Shows start at 7.30pm and 9.15pm.",139.737607,35.670502,
Nightlife,@Home Cafe,"'Maid cafes' with kawaii (cute) waitresses, dressed as saucy French or prim Victorian maids, are a stock-in-trade of Akiba. @Home is one that's suitable if you have kids in tow. You’ll be welcomed as go-shujinsama (master) or o-jōsama (miss) the minute you enter. Admission is ¥700 for one hour plus one drink order (from ¥570).",139.770931,35.699608,
Restaurants,Le Bretagne,"This French-owned cafe, hidden on a cobblestone lane in Kagurazaka, is credited with starting the Japanese rage for crêpes back in 1996 when it opened. Savoury buckwheat galettes are made with ingredients such as ham and cheese imported from France; the sweet ones – served with the likes of caramelised butter, apple compote and ice cream – are divine.",139.739689,35.70183,
Restaurants,Himitsu-dō,"Summer in Japan is synonymous with kakigōri, shaved ice topped with colorful syrups and sweetened condensed milk. So popular is Himitsu-dō, however, that a queue can form even in the dead of winter. One of the secrets to its success is natural ice harvested from frozen-over waters in Tochigi Prefecture; another is its rotating selection of over 100 flavours.",139.766661,35.727336,
Shopping,Savoir Vivre,"Part-gallery and part-boutique, Savoir Vivre carries a small but beautiful selection of ceramics, glassware and textiles from contemporary artists.",139.736706,35.661332,
Nightlife,Another 8,Choose from a changing selection of over a dozen craft beers and sakes at this popular new hangout in an old garage on a side street just south of Meguro-dōri. DJs spin here most Friday and Saturday evenings. Drinks from ¥750.,139.713457,35.633625,
Shopping,Japan Sword,"If you're after a samurai sword or weaponry, this venerable place sells the genuine article – including antique sword guards and samurai helmets dating from the Edo period – as well as convincing replicas crafted by hand. Be sure to enquire about export and transport restrictions.",139.747628,35.666684,https://lonelyplanetimages.imgix.net/a/g/hi/t/bcc8bffd49534c23b2be00e532f1f3f6-japan-sword.jpg?fit=crop&w=320&h=140
Attractions,Kite Museum,"There are 300 or so kites in this small but fascinating museum, located above the restaurant Taimeiken, including brilliantly painted kites based on folk characters, woodblock prints or samurai armour. None are particularly old (they’re made of paper, after all), but they’re amazing to admire nonetheless. Ask for an English booklet at reception.",139.776070538775,35.6831680622881,
Shopping,Venus Fort,"This shopping mall is designed to resemble an Italian streetscape, complete with fountains and ceilings that simulate the sky shifting from day to night. In comparison to the decor, the shops are totally ordinary – except for Strange Love.",139.780179,35.624883,
Shopping,Tower Records,"Yes, Tower lives – in Japan at least! This eight-storey temple of music has a deep collection of Japanese and world music. Even if you're not into buying, it can be a great place to browse and discover local artists. There are lots of listening stations.",139.701027147745,35.6619985836142,
Shopping,Kappabashi-dōri,"If you're after something for the kitchen or dining room table, head to Kappabashi-dōri Japan’s largest wholesale restaurant-supply and kitchenware district. Gourmet accessories include bamboo steamer baskets, lacquer trays, neon signs and chōchin (paper lanterns). It's also where restaurants get their freakishly realistic plastic food models.",139.788623,35.712876,
Restaurants,Ta-im,"This tiny Israeli bistro, run by expat Dan Zuckerman, regularly draws a crowd for its authentic felafel (four for ¥680), schnitzel, hummus and more – washed down with wine from the Golan Heights (¥980). Call ahead in the evening (in English is fine) as it's often full. Lunch is pita sandwiches.",139.717426,35.647898,
Restaurants,Cafe 1894,"Occupying a faithful replica of the bank that once operated here, Cafe 1894 has vaulted ceilings and handsome woodwork as well as a tempting menu of well-presented dishes, including sandwiches, salads, pasta and steak. It's also a good place for dessert and coffee in the afternoon, though you may have to wait as it's popular.",139.763346,35.678154,
Nightlife,Two Rooms,"Expect a crowd dressed like they don’t care that wine by the glass starts at ¥1600. You can eat here too, but the real scene is at night by the bar. The terrace has sweeping views towards the Shinjuku skyline. Call ahead (staff speak English) on Friday or Saturday night to reserve a spot under the stars.",139.71115,35.663878,
Restaurants,Mominoki House,"This pioneering macrobiotic restaurant has been running since 1976, long enough to see many a Harajuku trend come and go (and to see some famous visitors, like Sir Paul McCartney). Chef Yamada’s menu is heavily vegan, but also includes free-range chicken and Ezo shika (Hokkaidō venison). Inside, the restaurant looks like a grown-up tree fort and features several cosy, semi-private booths.",139.709519,35.672271,
Attractions,Nikolai Cathedral,"This Russian Orthodox cathedral, complete with distinctive Byzantine-style architecture, was first built in 1891 under the supervision of English architect Josiah Conder. The original copper dome was damaged in the 1923 earthquake, forcing the church to downsize to the (still enormous) dome that’s now in place.",139.76544,35.69803,
Entertainment,Club Quattro,"This small venue attracts a more grown-up, artsy crowd than the club’s location – near Shibuya Center-gai – might lead you to expect. There’s no explicit musical focus, but the line-up leans towards indie rock and world music. One drink (¥600) minimum order.",139.697589,35.660896,
Shopping,Living Motif,"Three floors of soothing, contemporary design (both Japanese and international) from cushions to candle holders.",139.7366922,35.66135078,
Restaurants,Asakusa Imahan,"For a meal to remember, swing by this famous beef restaurant, in business since 1895. Choose between courses of sukiyaki (sauteed beef dipped in raw egg) and shabu-shabu (beef blanched in broth); prices rise according to the grade of meat. For diners on a budget, Imahan sells 20 servings of a gyudon (rice topped with beef; ¥1500) per day.",139.792335,35.713878,https://lonelyplanetimages.imgix.net/a/g/hi/t/240711c6fb918abc0c62e7875a83b5b4-lpl-img_1832.jpg?fit=crop&w=320&h=140
Attractions,Nikolai Cathedral,"This Russian Orthodox cathedral, complete with distinctive Byzantine-style architecture, was first built in 1891 under the supervision of English architect Josiah Conder. The original copper dome was damaged in the 1923 earthquake, forcing the church to downsize to the (still enormous) dome that’s now in place.",139.76544,35.69803,
Attractions,Shiseido Gallery,"The cosmetics company Shiseido runs its experimental art space out of the basement of its Shiseido Parlour complex of cafes and restaurants. An ever-changing selection, particularly of installation pieces, lends itself well to the gallery's high ceiling.",139.762048,35.66848,
Nightlife,Nakajima no Ochaya,"This beautiful teahouse from 1704 (and rebuilt in 1983) stands elegantly on an island in the central pond at Hama-rikyū Onshi-teien, reached via a long cedar bridge. It’s an ideal spot for a cup of matcha (powdered green tea) and a sweet while contemplating the very faraway 21st century beyond the garden walls.",139.762187,35.658552,
Restaurants,Mori-no-Butchers,"'No meat, no life' is the catchphrase of this rustic and hip restaurant specialising in grilled steak, lamb and chicken. The cuts of meat are good and prices reasonable, especially for the accompanying wines, which are generally around ¥2500 a bottle. The old wood and concrete building is atmospheric, too.",139.755954,35.694763,
Nightlife,A to Z Cafe,"Artist Yoshitomo Nara (known for his portraits of punkish tots) and design firm Graf teamed up in the mid-aughts to create this cafe with wooden schoolhouse chairs, whitewashed walls and a small cottage. Drinks from ¥600.",139.713216,35.662901,
Attractions,Statue of Liberty,"A very popular photo-op, with the Rainbow Bridge in the background, is this 11m-tall replica of Lady Liberty, a fixture on Odaiba's waterfront since 2000.",139.771575,35.628114,
Restaurants,Sasa-no-Yuki,"Sasa-no-Yuki opened its doors in the Edo period and continues to serve its signature dishes with tofu made fresh every morning using water from the shop’s own well. Some treats to expect: ankake-dofu (tofu in a thick, sweet sauce) and goma-dofu (sesame tofu). Vegetarians should not assume everything is purely veggie – ask before ordering. There is bamboo out the front.",139.778495,35.723869,
Entertainment,P.A.R.M.S,"The girl group Kamen Joshi – singing and dancing young women wearing cute outfits and full-face hockey masks – is all the rage at this live-music show in the Pasela Resort's karaoke emporium. It's a thoroughly Akiba night out, with several girl groups performing and diehard fans dancing in sync with coloured lightsabres.",139.770609,35.697682,
Information,Tokyo Metropolitan Government Building Tourist Information Center,With English-speaking staff and a huge selection of pamphlets and brochures.,139.692124659237,35.6897605823259,
Attractions,Tokyo Metropolitan Teien Art Museum,"Although the Teien museum often hosts excellent exhibitions – usually of decorative arts – its chief appeal lies in the building itself: it's an art deco structure, a former princely estate built in 1933, designed by French architect Henri Rapin, with much of the original interior intact. Tip: budget time to lounge around on the manicured lawn. A recent renovation saw the addition of a modern annex designed by artist Sugimoto Hiroshi. Note that the museum is closed between exhibitions.",139.718639226444,35.6369450755645,
Restaurants,Nasu Oyaji,"'Uncle Eggplant' specialises in Japanese-style curry – that curious dark-brown melange that manages to be both sweet and savoury, mild and flavourful – packed with all kinds of seasonal veggies plus your choice of chicken, pork, beef or hard-boiled egg (or all of the above). Sorry vegetarians, the roux has meat in it.",139.667065,35.659127,
Shopping,La Kagu,"Starchitect Kengo Kuma designed this slick revamp of an old book warehouse, turning it into a lifestyle boutique stocking a keenly edited range of fashion and home goods. The mix of products is both Japanese and international. There's a pleasant cafe and an exhibition area upstairs, also used for events.",139.733015,35.703424,
Attractions,Atago-jinja,"Climbing the 85 stone steps from Atago-dōri up to this rustically attractive shrine will give you a workout. They are called shussei-no-ishiden (stone staircase of success) after a legend that a samurai climbed them on horseback to deliver plum blossoms to Tokugawa Ieyasu. The 1603-vintage shrine occupied the highest point in Edo, 26m above sea level.",139.748808,35.665063,
Shopping,Tenyasu Honten,Tsukudani are various foods – mainly seafood and seaweed but sometimes meat and vegetables too – that have been preserved in a sweet soy sauce. This gorgeous weathered wooden shop with a giant indigo noren (curtain) at the front has been a specialist at making tsukudani since 1837.,139.782207,35.667338,
Attractions,Artizon Museum,"Amassed by Bridgestone founder Ishibashi Shōjiro, this is one of the best French impressionist collections you will find in Asia – although it is closed until January 2020 for major renovations to the building. When it reopens, the European paintings are undoubtedly the main attraction (think Renoir, Ingres, Monet, Corot, Matisse, Picasso, Kandinsky et al).",139.771703,35.678947,
Attractions,Chōan-ji,"This small, peaceful temple, one of many scattered around Yanaka, houses one of the seven gods of good fortune, Juro-jin.",139.768231274637,35.7252209747597,
Shopping,Fujiya Camera,"Fujiya Camera opened its doors in 1938 and has been beloved by photographers ever since. Of particular appeal is the selection of used equipment, reasonably priced and quality assured. You can shop duty free or trade in your existing camera. Staff don't always speak English, but they know cameras.",139.66713,35.706586,
Attractions,Kaminari-mon,"The Sensō-ji temple precinct begins at this majestic gate, from which hangs an enormous chōchin (lantern); look under this to see a beautiful carved dragon. On either side are a pair of ferocious protective deities: Fūjin, the god of wind, on the right; and Raijin, the god of thunder, on the left. Kaminari-mon has burnt down countless times over the centuries; the current gate dates to 1970.",139.796412,35.711117,
Attractions,Kikyō-mon,Kikyō-mon is one of the main original gates to Edo-jō. This is the departure point for official tours of parts of the Imperial Palace grounds.,139.758174,35.683549,
Events,Mitama Matsuri,"Yasukuni-jinja celebrates the summer festival of the dead with 30,000 paper lanterns from 13 to 16 July.",139.743766,35.694215,
Entertainment,Arashio Stable,"Watch the wrestlers practice through the window between 7.30am and 10am at this friendly sumo stable. Call the day before to double-check that practice (keiko) is on – they take breaks during the March, July and September tournaments; more info is on the English website.",139.788494,35.686982,
Restaurants,Food Show,"A best friend to harried and hungry commuters, Food Show has steamers of dumplings, crisp karaage (Japanese-style fried chicken), sushi sets and heaps of salads from which to choose, all packaged to go. It's in the basement of Shibuya Station; look for the green signs near Hachikō and in the station pointing downstairs.",139.700271,35.658735,
Attractions,Gyokurin-ji,"One of Yanaka's many ambient temples, this is home to an ancient chinquapin tree that's been designated a national monument. Ask someone from the temple to take you around the back to see it.",139.766715,35.719714,
Nightlife,Aiiro Cafe,"Aiiro is the best place to start any night out in Shinjuku-nichōme, thanks to the all-you-can-drink beer for ¥1000 happy-hour special from 6pm to 9pm daily. The bar itself is teeny-tiny; the action happens on the street corner outside, which swells to block-party proportions when the whether is nice. There's a red torii (gate) out front; you can't miss it.",139.708393,35.69079,
Attractions,Kaminari-mon,"The Sensō-ji temple precinct begins at this majestic gate, from which hangs an enormous chōchin (lantern); look under this to see a beautiful carved dragon. On either side are a pair of ferocious protective deities: Fūjin, the god of wind, on the right; and Raijin, the god of thunder, on the left. Kaminari-mon has burnt down countless times over the centuries; the current gate dates to 1970.",139.796412,35.711117,
Shopping,Fujiya Camera,"Fujiya Camera opened its doors in 1938 and has been beloved by photographers ever since. Of particular appeal is the selection of used equipment, reasonably priced and quality assured. You can shop duty free or trade in your existing camera. Staff don't always speak English, but they know cameras.",139.66713,35.706586,
Restaurants,Nasu Oyaji,"'Uncle Eggplant' specialises in Japanese-style curry – that curious dark-brown melange that manages to be both sweet and savoury, mild and flavourful – packed with all kinds of seasonal veggies plus your choice of chicken, pork, beef or hard-boiled egg (or all of the above). Sorry vegetarians, the roux has meat in it.",139.667065,35.659127,
